epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,10596.8,0.97055,0.76924,0.93308,0.93955,0.96333,0.97415,0.75965,1.06786,0.60484,0.97519,0.00019694,0.00019694,0.00019694
180,10657.4,0.99365,0.76657,0.91894,0.93496,0.97338,0.97501,0.75337,1.08117,0.60111,0.97645,0.000196764,0.000196764,0.000196764
181,10717.6,0.99438,0.77931,0.93472,0.92884,0.97368,0.9743,0.75298,1.08245,0.60282,0.98208,0.000196587,0.000196587,0.000196587
182,10777.8,0.98523,0.77009,0.93088,0.93775,0.97281,0.97679,0.7537,1.08364,0.60061,0.98258,0.000196409,0.000196409,0.000196409
183,10837.8,0.9904,0.77726,0.93543,0.94206,0.96737,0.97573,0.77306,1.05726,0.60032,0.97417,0.00019623,0.00019623,0.00019623
184,10897,1.00463,0.76663,0.94218,0.93431,0.96998,0.97682,0.77196,1.05562,0.59674,0.9728,0.00019605,0.00019605,0.00019605
185,10956.8,0.99473,0.77398,0.94229,0.92621,0.96915,0.97627,0.75915,1.07473,0.60754,0.98866,0.00019587,0.00019587,0.00019587
186,11017.2,1.0129,0.76803,0.92877,0.93174,0.96425,0.97289,0.75782,1.08956,0.59946,0.98393,0.000195688,0.000195688,0.000195688
187,11077,1.00998,0.8173,0.93689,0.93025,0.95206,0.96916,0.76104,1.05859,0.60375,0.97943,0.000195506,0.000195506,0.000195506
188,11137,1.00971,0.77858,0.93193,0.91691,0.96188,0.9684,0.7565,1.07066,0.59714,0.98215,0.000195323,0.000195323,0.000195323
189,11196.6,0.98809,0.74343,0.93175,0.92713,0.95149,0.96976,0.75944,1.05712,0.61649,0.98391,0.000195139,0.000195139,0.000195139
190,11255.8,0.98413,0.74284,0.94069,0.92192,0.95125,0.96819,0.75244,1.07431,0.61509,0.98249,0.000194954,0.000194954,0.000194954
191,11316.2,0.99584,0.75465,0.9308,0.92361,0.94206,0.98153,0.77699,1.04359,0.61523,0.9754,0.000194768,0.000194768,0.000194768
192,11376.3,0.97341,0.74535,0.92532,0.92746,0.94536,0.98223,0.77724,1.04535,0.60795,0.97238,0.000194582,0.000194582,0.000194582
193,11436.7,0.99158,0.75329,0.92615,0.931,0.94706,0.98253,0.77399,1.05899,0.60781,0.98048,0.000194394,0.000194394,0.000194394
194,11496.9,0.99196,0.72884,0.93556,0.93327,0.94983,0.98303,0.76904,1.07881,0.59556,0.98304,0.000194206,0.000194206,0.000194206
195,11556.8,0.99006,0.74677,0.9311,0.94018,0.94934,0.98182,0.76998,1.06217,0.60605,0.97998,0.000194017,0.000194017,0.000194017
196,11617.4,0.99243,0.78428,0.9351,0.93911,0.95276,0.98044,0.75625,1.11235,0.60358,0.99863,0.000193827,0.000193827,0.000193827
197,11677.8,0.99806,0.75887,0.935,0.94188,0.95496,0.98187,0.76905,1.05191,0.59139,0.97612,0.000193636,0.000193636,0.000193636
198,11738.3,0.99737,0.77177,0.93469,0.93032,0.96671,0.98051,0.75709,1.11377,0.59641,0.99307,0.000193444,0.000193444,0.000193444
199,11798.2,0.99162,0.76029,0.92754,0.9407,0.96579,0.98219,0.77065,1.06205,0.58587,0.97898,0.000193251,0.000193251,0.000193251
200,11858.2,0.99678,0.78355,0.93631,0.94441,0.96325,0.98187,0.7585,1.10068,0.58717,0.99119,0.000193058,0.000193058,0.000193058
201,11917.5,0.95759,0.7069,0.91842,0.93855,0.95718,0.98141,0.76733,1.07049,0.61154,0.98651,0.000192864,0.000192864,0.000192864
202,11977.4,0.98748,0.76103,0.94221,0.9312,0.95517,0.96948,0.75863,1.07535,0.60034,0.98357,0.000192669,0.000192669,0.000192669
203,12037.8,0.98385,0.73368,0.92315,0.93256,0.96064,0.9679,0.75898,1.05964,0.59462,0.9817,0.000192473,0.000192473,0.000192473
204,12098.2,0.99581,0.77375,0.93577,0.93292,0.96242,0.96829,0.74754,1.10887,0.59384,1.0034,0.000192276,0.000192276,0.000192276
205,12158.2,0.99332,0.72832,0.93338,0.92777,0.95925,0.9699,0.76363,1.07029,0.59706,0.98639,0.000192078,0.000192078,0.000192078
206,12217.7,0.96191,0.72905,0.92722,0.93682,0.957,0.96924,0.75809,1.05949,0.59485,0.98581,0.00019188,0.00019188,0.00019188
207,12278.1,0.96605,0.7049,0.92119,0.92782,0.96094,0.96769,0.7569,1.06935,0.59453,0.98958,0.00019168,0.00019168,0.00019168
208,12338.5,0.95144,0.70474,0.9257,0.92227,0.96124,0.98157,0.77254,1.06422,0.59834,0.98959,0.00019148,0.00019148,0.00019148
209,12398.8,0.95512,0.71525,0.92284,0.94113,0.95592,0.98209,0.77195,1.06196,0.58839,0.98515,0.000191279,0.000191279,0.000191279
210,12458.6,0.9705,0.70924,0.93489,0.93844,0.95452,0.98252,0.77273,1.06836,0.59287,0.9882,0.000191078,0.000191078,0.000191078
211,12519.5,0.97788,0.72908,0.92657,0.93826,0.95039,0.97044,0.7635,1.05268,0.57982,0.98271,0.000190875,0.000190875,0.000190875
212,12579.2,0.94893,0.69858,0.91553,0.93075,0.9515,0.9693,0.75707,1.06157,0.58201,0.9838,0.000190672,0.000190672,0.000190672
213,12639.3,0.96527,0.72226,0.92786,0.94203,0.95268,0.97137,0.76554,1.05346,0.57749,0.97713,0.000190467,0.000190467,0.000190467
214,12699.1,0.97221,0.70035,0.93696,0.94166,0.95215,0.9714,0.75997,1.05105,0.58675,0.9795,0.000190262,0.000190262,0.000190262
215,12759.5,0.96541,0.72844,0.92994,0.93878,0.95302,0.96873,0.75539,1.07741,0.59449,0.98769,0.000190056,0.000190056,0.000190056
216,12820.8,0.97724,0.7279,0.92679,0.94323,0.95336,0.97332,0.77275,1.03971,0.57611,0.97476,0.00018985,0.00018985,0.00018985
217,12881,0.98989,0.7649,0.93188,0.939,0.95924,0.97203,0.7721,1.04568,0.58148,0.97456,0.000189642,0.000189642,0.000189642
218,12940.7,0.94177,0.70289,0.9311,0.94375,0.94748,0.96786,0.75507,1.06883,0.58595,0.98344,0.000189434,0.000189434,0.000189434
219,13001.8,0.9767,0.71756,0.92941,0.94124,0.94923,0.96722,0.76357,1.05767,0.59867,0.9856,0.000189225,0.000189225,0.000189225
220,13062.4,0.95613,0.71005,0.92388,0.93744,0.95669,0.96932,0.76166,1.07544,0.58491,0.99161,0.000189015,0.000189015,0.000189015
221,13121.9,0.9645,0.71182,0.93281,0.93337,0.96175,0.9678,0.75883,1.06987,0.58209,0.99204,0.000188804,0.000188804,0.000188804
222,13182.7,0.95633,0.7192,0.92678,0.94013,0.96671,0.97314,0.75571,1.1014,0.58696,1.00233,0.000188593,0.000188593,0.000188593
223,13243.2,0.95204,0.72871,0.91574,0.94333,0.96598,0.97296,0.75688,1.07678,0.57962,0.99329,0.00018838,0.00018838,0.00018838
224,13303.2,0.95875,0.68491,0.91691,0.94044,0.96182,0.96848,0.74611,1.09191,0.58109,0.99494,0.000188167,0.000188167,0.000188167
225,13363.9,0.95922,0.70058,0.93281,0.93661,0.96095,0.97023,0.75065,1.10792,0.58154,0.99806,0.000187953,0.000187953,0.000187953
226,13423.2,0.94226,0.69062,0.92878,0.92796,0.96118,0.97063,0.75351,1.08217,0.58094,0.99464,0.000187738,0.000187738,0.000187738
227,13483.3,0.96445,0.69958,0.93006,0.92332,0.97193,0.96892,0.7535,1.08114,0.57669,0.99506,0.000187523,0.000187523,0.000187523
228,13543.8,0.94054,0.67405,0.91919,0.91631,0.97568,0.96466,0.75123,1.08385,0.58074,0.99518,0.000187307,0.000187307,0.000187307
229,13603.8,0.9465,0.69238,0.92242,0.91841,0.97147,0.96414,0.75657,1.07808,0.58517,0.99471,0.000187089,0.000187089,0.000187089
230,13663.6,0.93791,0.70038,0.92385,0.91677,0.95937,0.96878,0.75632,1.06744,0.57745,0.98756,0.000186872,0.000186872,0.000186872
231,13724.2,0.97907,0.71984,0.93855,0.92287,0.9637,0.96949,0.75912,1.07413,0.58246,0.99126,0.000186653,0.000186653,0.000186653
232,13784.2,0.97173,0.68988,0.9265,0.93163,0.96168,0.97501,0.76241,1.07495,0.58493,0.99112,0.000186434,0.000186434,0.000186434
233,13844.8,0.98702,0.72484,0.93172,0.93736,0.96441,0.97346,0.76165,1.07407,0.57914,0.98764,0.000186213,0.000186213,0.000186213
234,13906,0.96555,0.71303,0.91719,0.9403,0.96933,0.97351,0.7639,1.06727,0.57079,0.98878,0.000185992,0.000185992,0.000185992
235,13966.2,0.96497,0.69346,0.92622,0.9339,0.97504,0.97337,0.7546,1.08641,0.56785,0.99427,0.000185771,0.000185771,0.000185771
236,14027.2,0.94633,0.70526,0.92419,0.93215,0.9693,0.97237,0.761,1.07499,0.57347,0.9916,0.000185548,0.000185548,0.000185548
237,14087.8,0.94068,0.68519,0.91576,0.93128,0.97846,0.97124,0.76547,1.07184,0.57574,0.9896,0.000185325,0.000185325,0.000185325
238,14148,0.95885,0.70806,0.92389,0.93389,0.97751,0.97108,0.75796,1.08256,0.56642,0.99575,0.000185101,0.000185101,0.000185101
239,14208.6,0.9581,0.69472,0.91845,0.93306,0.96603,0.97121,0.76075,1.07732,0.55954,0.99229,0.000184876,0.000184876,0.000184876
240,14268.4,0.92692,0.68788,0.91153,0.9169,0.98044,0.96829,0.75,1.08908,0.55688,0.99763,0.00018465,0.00018465,0.00018465
241,14328.4,0.9322,0.6859,0.91736,0.93142,0.96338,0.98187,0.7717,1.07208,0.5622,0.99536,0.000184424,0.000184424,0.000184424
242,14388.6,0.95108,0.69608,0.93304,0.92961,0.96041,0.98131,0.75958,1.09307,0.56635,0.99595,0.000184197,0.000184197,0.000184197
243,14448.7,0.95181,0.6986,0.91973,0.91417,0.97331,0.98061,0.76497,1.07786,0.56625,0.98507,0.000183969,0.000183969,0.000183969
244,14508.5,0.93848,0.67408,0.91466,0.92892,0.97009,0.97038,0.75163,1.10215,0.55996,0.9958,0.00018374,0.00018374,0.00018374
245,14568.7,0.96875,0.69549,0.92448,0.9356,0.96817,0.97062,0.75654,1.07708,0.5578,0.99515,0.000183511,0.000183511,0.000183511
246,14628.7,0.94719,0.69637,0.91206,0.93119,0.97813,0.97472,0.74962,1.08831,0.56496,0.99731,0.000183281,0.000183281,0.000183281
247,14688.8,0.95051,0.68987,0.92542,0.93533,0.97014,0.97447,0.75989,1.07168,0.56702,0.99102,0.00018305,0.00018305,0.00018305
248,14749.3,0.92302,0.65226,0.91272,0.93056,0.97439,0.97309,0.75633,1.07977,0.55838,0.99359,0.000182818,0.000182818,0.000182818
249,14809.8,0.96283,0.71112,0.9282,0.93417,0.97348,0.97233,0.76367,1.07544,0.56072,0.99338,0.000182586,0.000182586,0.000182586
250,14869.9,0.93481,0.67326,0.91431,0.92629,0.97379,0.97294,0.75754,1.08446,0.56361,0.9937,0.000182353,0.000182353,0.000182353
251,14930.7,0.9526,0.68369,0.91925,0.92417,0.9697,0.9694,0.75457,1.0938,0.5674,0.99553,0.000182119,0.000182119,0.000182119
252,14990.8,0.9023,0.63745,0.91281,0.94404,0.961,0.96976,0.75311,1.09558,0.56782,0.99843,0.000181884,0.000181884,0.000181884
253,15050.7,0.9247,0.64656,0.91468,0.94149,0.96125,0.96964,0.75692,1.07745,0.56026,0.99236,0.000181649,0.000181649,0.000181649
254,15110.9,0.9479,0.68857,0.90936,0.93141,0.97012,0.97007,0.75264,1.08707,0.55648,0.99408,0.000181413,0.000181413,0.000181413
255,15170.8,0.93163,0.67044,0.91969,0.93182,0.96936,0.97015,0.76089,1.07896,0.55643,0.99741,0.000181176,0.000181176,0.000181176
256,15231,0.94084,0.67957,0.92565,0.9362,0.97526,0.97405,0.76689,1.08194,0.55239,1.00121,0.000180939,0.000180939,0.000180939
257,15291.3,0.92504,0.65879,0.92484,0.93118,0.97841,0.97433,0.76641,1.08469,0.55267,1.00032,0.0001807,0.0001807,0.0001807
258,15351.1,0.9161,0.66601,0.9154,0.91811,0.97247,0.96688,0.76103,1.07527,0.56099,0.9944,0.000180461,0.000180461,0.000180461
259,15411.4,0.93168,0.66017,0.92405,0.92585,0.97698,0.96895,0.76261,1.07814,0.56026,0.9926,0.000180222,0.000180222,0.000180222
260,15471.8,0.93666,0.70115,0.91826,0.93033,0.97522,0.97047,0.76532,1.06258,0.55575,0.98996,0.000179981,0.000179981,0.000179981
261,15532,0.95136,0.68748,0.91103,0.93699,0.97063,0.9742,0.76267,1.08063,0.55218,0.99705,0.00017974,0.00017974,0.00017974
262,15592.3,0.93291,0.68447,0.91432,0.92825,0.97475,0.97408,0.76052,1.07606,0.55302,0.98981,0.000179498,0.000179498,0.000179498
263,15652.3,0.89926,0.64823,0.90748,0.90792,0.98161,0.96989,0.75453,1.09077,0.56327,0.99278,0.000179256,0.000179256,0.000179256
264,15711.7,0.91648,0.67093,0.91496,0.92872,0.96609,0.96556,0.75279,1.08049,0.56366,0.98762,0.000179013,0.000179013,0.000179013
265,15772,0.91594,0.65185,0.91611,0.92298,0.97848,0.96559,0.75179,1.09899,0.5614,0.99623,0.000178769,0.000178769,0.000178769
266,15832.3,0.94666,0.68496,0.92643,0.9278,0.97102,0.96658,0.75104,1.09446,0.56302,0.99746,0.000178524,0.000178524,0.000178524
267,15892.3,0.90688,0.63534,0.90021,0.93067,0.97233,0.96521,0.75082,1.10581,0.55828,0.99957,0.000178279,0.000178279,0.000178279
268,15952.6,0.95062,0.67225,0.91623,0.93375,0.9698,0.97705,0.76109,1.0964,0.56342,0.98986,0.000178033,0.000178033,0.000178033
269,16012.8,0.94564,0.67381,0.92514,0.92889,0.96742,0.9765,0.75953,1.09323,0.55109,0.98896,0.000177786,0.000177786,0.000177786
270,16073.1,0.93666,0.64783,0.92167,0.9283,0.97234,0.9784,0.76645,1.07528,0.55009,0.98236,0.000177539,0.000177539,0.000177539
271,16133.7,0.92897,0.6895,0.92476,0.93134,0.97713,0.97841,0.76351,1.10946,0.54788,0.99166,0.00017729,0.00017729,0.00017729
272,16194,0.92997,0.67593,0.90991,0.93059,0.97984,0.97036,0.76102,1.08434,0.5519,0.98733,0.000177042,0.000177042,0.000177042
273,16254.8,0.92387,0.66053,0.9212,0.92393,0.97989,0.96999,0.76299,1.07828,0.54382,0.98871,0.000176792,0.000176792,0.000176792
274,16315.2,0.92818,0.66527,0.91725,0.928,0.97801,0.97058,0.7611,1.06439,0.54315,0.98494,0.000176542,0.000176542,0.000176542
275,16375.4,0.93071,0.65506,0.9109,0.92125,0.9846,0.97024,0.76064,1.07245,0.54685,0.98798,0.000176291,0.000176291,0.000176291
276,16435.8,0.9168,0.64743,0.91738,0.93944,0.97388,0.98519,0.77375,1.06221,0.55114,0.9894,0.00017604,0.00017604,0.00017604
277,16496.2,0.91245,0.65772,0.92241,0.93986,0.97838,0.97268,0.75367,1.07398,0.54891,0.9923,0.000175787,0.000175787,0.000175787
278,16556.7,0.94264,0.71091,0.92394,0.93896,0.96391,0.98177,0.76888,1.06563,0.54551,0.98943,0.000175534,0.000175534,0.000175534
279,16616.9,0.92201,0.66235,0.92236,0.9388,0.96336,0.96916,0.75729,1.07266,0.54369,0.98733,0.000175281,0.000175281,0.000175281
280,16676.3,0.89135,0.63055,0.9013,0.93975,0.97279,0.97315,0.75601,1.08875,0.54181,0.99583,0.000175027,0.000175027,0.000175027
281,16736.5,0.91692,0.65366,0.90952,0.93503,0.9822,0.975,0.76286,1.08428,0.54093,0.99803,0.000174772,0.000174772,0.000174772
282,16797.2,0.89371,0.62389,0.91589,0.93616,0.98506,0.97507,0.75474,1.10467,0.54408,1.00348,0.000174516,0.000174516,0.000174516
283,16856.1,0.89791,0.61749,0.90755,0.92328,0.98013,0.97126,0.75917,1.0783,0.54321,0.99302,0.00017426,0.00017426,0.00017426
284,16916.1,0.93028,0.67614,0.90705,0.93315,0.96708,0.97132,0.76399,1.07848,0.5395,0.99677,0.000174003,0.000174003,0.000174003
285,16975.9,0.91541,0.63073,0.91414,0.93355,0.96857,0.97144,0.75399,1.0838,0.54044,0.99903,0.000173746,0.000173746,0.000173746
286,17035.6,0.92003,0.64991,0.91089,0.93299,0.97657,0.97475,0.76222,1.07292,0.54208,0.99692,0.000173487,0.000173487,0.000173487
287,17096,0.9334,0.66778,0.92061,0.93015,0.97843,0.97318,0.75807,1.07592,0.54878,0.9931,0.000173229,0.000173229,0.000173229
288,17156.1,0.92444,0.63946,0.90873,0.93571,0.97071,0.98492,0.76578,1.07038,0.54495,0.99135,0.000172969,0.000172969,0.000172969
289,17216.3,0.90895,0.65795,0.91198,0.93874,0.96179,0.98012,0.77384,1.06335,0.54086,0.99588,0.000172709,0.000172709,0.000172709
290,17276.4,0.90735,0.66338,0.92243,0.92769,0.96999,0.98085,0.77307,1.06973,0.54068,0.99471,0.000172448,0.000172448,0.000172448
291,17337.1,0.94114,0.67777,0.91908,0.93117,0.97135,0.98115,0.76934,1.07209,0.54439,0.99083,0.000172187,0.000172187,0.000172187
292,17396.9,0.91956,0.65918,0.9057,0.93167,0.96864,0.98097,0.76585,1.07673,0.54769,0.99825,0.000171925,0.000171925,0.000171925
